rank,lemma,PoS,freq,synonym,synset
3170,silly,a,24001,empty-headed,Synset('airheaded.s.01')
3171,deck,n,23996,,
3172,reflection,n,23994,observation,Synset('observation.n.03')
3173,shortly,r,23986,short,Synset('curtly.r.01')
3174,database,n,23984,,
3175,flow,v,23932,course,Synset('run.v.06')
3176,remote,a,23930,outback,Synset('outback.s.01')
3177,permission,n,23927,license,Synset('license.n.04')
3178,remarkable,a,23919,noteworthy,Synset('noteworthy.s.02')
3179,everyday,a,23918,workaday,Synset('everyday.s.01')
3180,lifestyle,n,23917,life-style,Synset('life_style.n.01')
3181,sweep,v,23911,embroil,Synset('embroil.v.01')
3182,naked,a,23909,bare,Synset('bare.s.01')
3183,sufficient,a,23898,,
3184,lion,n,23871,,
3185,consumption,n,23864,phthisis,Synset('pulmonary_tuberculosis.n.01')
3186,capability,n,23836,capacity,Synset('capability.n.02')
3187,practice,v,23797,rehearse,Synset('rehearse.v.01')
3188,emission,n,23770,discharge,Synset('discharge.n.03')
3189,sidebar,n,23763,,
3190,crap,n,23756,horseshit,Synset('bullshit.n.01')
3191,dealer,n,23742,monger,Synset('trader.n.01')
3192,measurement,n,23736,measuring,Synset('measurement.n.01')
3193,vital,a,23700,life-sustaining,Synset('vital.s.02')
3194,impressive,a,23687,telling,Synset('impressive.s.02')
3195,bake,v,23686,broil,Synset('broil.v.02')
3196,fantastic,a,23669,rattling,Synset('fantastic.s.02')
3197,adviser,n,23663,consultant,Synset('adviser.n.01')
3198,yield,v,23640,give,Synset('give.v.33')
3199,mere,a,23631,simple,Synset('bare.s.06')
3200,imagination,n,23622,imaging,Synset('imagination.n.02')
3201,radical,a,23620,ultra,Synset('extremist.s.01')
3202,tragedy,n,23619,cataclysm,Synset('calamity.n.01')
3203,scary,a,23596,scarey,Synset('chilling.s.01')
3204,consultant,n,23591,advisor,Synset('adviser.n.01')
3205,correct,v,23582,adjust,Synset('adjust.v.01')
3206,lieutenant,n,23579,,
3207,upset,v,23566,disturb,Synset('disturb.v.01')
3208,attractive,a,23563,,
3209,acre,n,23558,,
3210,drawing,n,23549,lottery,Synset('lottery.n.02')
3211,defeat,v,23537,overcome,Synset('get_the_better_of.v.01')
3212,newly,r,23531,freshly,Synset('newly.r.01')
3213,scandal,n,23525,outrage,Synset('scandal.n.02')
3214,ambassador,n,23522,embassador,Synset('ambassador.n.01')
3216,spot,v,23494,espy,Synset('descry.v.01')
3217,content,a,23491,contented,Synset('contented.a.01')
3218,round,a,23484,rotund,Synset('orotund.s.02')
3219,bench,n,23481,workbench,Synset('workbench.n.01')
3220,guide,v,23475,point,Synset('steer.v.01')
3221,counter,n,23475,tabulator,Synset('counter.n.03')
3222,chemical,a,23464,chemic,Synset('chemical.a.01')
3223,odds,n,23462,,
3224,rat,n,23442,stinker,Synset('rotter.n.01')
3225,horror,n,23430,revulsion,Synset('repugnance.n.01')
3226,appeal,v,23427,invoke,Synset('invoke.v.02')
3227,vulnerable,a,23392,,
3228,prevention,n,23383,bar,Synset('prevention.n.01')
3229,square,a,23378,straight,Synset('straight.a.06')
3230,segment,n,23372,section,Synset('section.n.04')
3231,ban,v,23359,censor,Synset('ban.v.01')
3232,tail,n,23344,empennage,Synset('tail.n.07')
3233,constitute,v,23339,be,Synset('constitute.v.01')
3234,badly,r,23330,bad,Synset('badly.r.06')
3235,bless,v,23307,hallow,Synset('consecrate.v.04')
3236,literary,a,23305,,
3237,magic,a,23302,magical,Synset('charming.s.02')
3238,implementation,n,23294,effectuation,Synset('implementation.n.02')
3239,legitimate,a,23286,licit,Synset('lawful.s.04')
3240,slight,a,23283,little,Synset('little.a.02')
3241,crash,v,23281,,
3242,strip,n,23266,slip,Synset('strip.n.02')
3243,desperate,a,23253,despairing,Synset('despairing.s.01')
3244,distant,a,23251,remote,Synset('distant.a.02')
3245,preference,n,23230,orientation,Synset('predilection.n.01')
3246,politically,r,23229,,
3247,feedback,n,23220,,
3248,health-care,n,23216,,
3249,criminal,n,23214,outlaw,Synset('criminal.n.01')
3251,italian,a,23199,,
3252,detailed,a,23161,elaborated,Synset('detailed.s.01')
3253,buyer,n,23157,vendee,Synset('buyer.n.01')
3254,wrong,r,23141,incorrectly,Synset('incorrectly.r.02')
3255,cooperation,n,23135,,
3256,profession,n,23135,professing,Synset('profession.n.03')
3257,incredibly,r,23108,implausibly,Synset('incredibly.r.01')
3258,orange,a,23088,orangish,Synset('orange.s.01')
3259,killing,n,23084,cleanup,Synset('killing.n.03')
3260,sue,v,23083,action,Synset('action.v.01')
3261,photographer,n,23062,lensman,Synset('photographer.n.01')
3262,running,a,23050,functional,Synset('running.s.06')
3263,engagement,n,23041,booking,Synset('engagement.n.05')
3264,differ,v,23032,dissent,Synset('disagree.v.01')
3265,paint,n,23029,key,Synset('key.n.09')
3266,pitch,n,23028,tar,Synset('pitch.n.06')
3267,extensive,a,23021,panoptic,Synset('across-the-board.s.01')
3268,salad,n,23010,,
3269,stair,n,23001,step,Synset('step.n.04')
3270,notice,n,22997,notification,Synset('notification.n.03')
3271,grace,n,22995,blessing,Synset('grace.n.06')
3272,divorce,n,22992,divorcement,Synset('divorce.n.01')
3273,vessel,n,22977,vas,Synset('vessel.n.01')
3274,pig,n,22965,squealer,Synset('hog.n.03')
3275,assignment,n,22955,designation,Synset('appointment.n.01')
3276,distinction,n,22938,note,Synset('eminence.n.01')
3277,fit,a,22936,set,Synset('fit.s.02')
3278,circuit,n,22927,circumference,Synset('circumference.n.02')
3279,acid,n,22925,battery-acid,Synset('acid.n.02')
3280,canadian,a,22924,,
3281,flee,v,22896,fly,Synset('flee.v.01')
3282,efficiency,n,22889,,
3283,memorial,n,22884,commemoration,Synset('memorial.n.01')
3284,proposed,a,22864,,
3285,blue,n,22857,Amytal,Synset('amobarbital_sodium.n.01')
3286,entity,n,22849,,
3287,iphone,n,22844,,
3288,punishment,n,22839,penalisation,Synset('punishment.n.01')
3289,pause,v,22805,hesitate,Synset('hesitate.v.02')
3290,pill,n,22802,,
3291,rub,v,22774,scratch,Synset('rub.v.03')
3292,romantic,a,22772,romanticistic,Synset('romantic.a.01')
3293,myth,n,22770,,
3294,economist,n,22756,,
3295,latin,a,22755,,
3296,decent,a,22751,nice,Synset('decent.s.01')
3297,assistant,a,22741,adjunct,Synset('adjunct.s.02')
3298,craft,n,22724,trade,Synset('craft.n.03')
3299,poetry,n,22722,poesy,Synset('poetry.n.01')
3300,terrorist,a,22697,,
3301,thread,n,22683,ribbon,Synset('ribbon.n.01')
3302,wooden,a,22683,,
3303,confuse,v,22680,flurry,Synset('confuse.v.03')
3305,privilege,n,22671,,
3306,coal,n,22670,ember,Synset('ember.n.01')
3307,fool,n,22667,tomfool,Synset('fool.n.01')
3308,cow,n,22660,moo-cow,Synset('cow.n.01')
3309,characterize,v,22657,characterise,Synset('characterize.v.02')
3310,pie,n,22654,,
3311,decrease,v,22654,fall,Synset('decrease.v.01')
3312,resort,n,22647,recourse,Synset('recourse.n.02')
3313,legacy,n,22631,bequest,Synset('bequest.n.01')
3315,stress,v,22587,try,Synset('try.v.07')
3316,frankly,r,22564,honestly,Synset('honestly.r.01')
3318,cancel,v,22480,invalidate,Synset('cancel.v.05')
3319,derive,v,22469,deduce,Synset('deduce.v.01')
3320,dumb,a,22462,obtuse,Synset('dense.s.04')
3321,scope,n,22460,compass,Synset('scope.n.01')
3322,formation,n,22441,shaping,Synset('formation.n.02')
3323,grandfather,n,22432,grandad,Synset('grandfather.n.01')
3324,hence,r,22424,so,Synset('therefore.r.01')
3325,wish,n,22423,regard,Synset('regard.n.03')
3326,margin,n,22417,perimeter,Synset('margin.n.01')
3327,wound,n,22414,wounding,Synset('wound.n.04')
3328,exhibition,n,22400,exposition,Synset('exhibition.n.02')
3329,legislature,n,22388,law-makers,Synset('legislature.n.01')
3330,furthermore,r,22381,moreover,Synset('furthermore.r.01')
3331,portrait,n,22377,portraiture,Synset('portrayal.n.01')
3332,catholic,n,22367,,
3333,sustain,v,22359,nourish,Synset('nourish.v.01')
3334,uniform,n,22332,,
3335,painful,a,22292,atrocious,Synset('atrocious.s.02')
3336,loud,a,22276,forte,Synset('forte.a.01')
3337,miracle,n,22275,,
3338,harm,n,22267,damage,Synset('damage.n.01')
3340,tactic,n,22260,maneuver,Synset('tactic.n.01')
3341,mask,n,22256,masquerade,Synset('masquerade.n.01')
3342,calm,v,22255,becalm,Synset('steady.v.01')
3343,inflation,n,22242,splashiness,Synset('ostentation.n.02')
3344,hunting,n,22232,hunt,Synset('hunt.n.07')
3345,physically,r,22212,,
3346,final,n,22206,,
3347,flesh,n,22204,physique,Synset('human_body.n.01')
3348,temporary,a,22199,irregular,Synset('irregular.s.07')
3349,fellow,n,22194,confrere,Synset('colleague.n.02')
3350,nerve,n,22174,mettle,Synset('heart.n.03')
3351,lung,n,22170,,
3352,steady,a,22152,stiff,Synset('firm.s.01')
3353,headline,n,22141,,
3354,sudden,a,22133,,
3355,successfully,r,22130,,
3356,defendant,n,22117,suspect,Synset('defendant.n.01')
3357,pole,n,22115,rod,Synset('perch.n.03')
3358,satisfy,v,22111,gratify,Synset('satisfy.v.02')
3359,entrance,n,22111,entryway,Synset('entrance.n.01')
3360,aircraft,n,22111,,
3361,withdraw,v,22109,retire,Synset('retire.v.02')
3362,cabinet,n,22078,locker,Synset('cabinet.n.03')
3363,relative,a,22070,proportional,Synset('proportional.s.01')
3364,repeatedly,r,22066,,
3365,happiness,n,22053,felicity,Synset('happiness.n.01')
3366,admission,n,22052,entree,Synset('entree.n.02')
3367,correlation,n,22034,correlativity,Synset('correlation.n.01')
3368,proportion,n,22031,balance,Synset('proportion.n.05')
3369,dispute,n,22027,difference,Synset('dispute.n.01')
3370,candy,n,21987,confect,Synset('candy.n.01')
3371,reward,n,21978,advantage,Synset('advantage.n.03')
3372,counselor,n,21975,pleader,Synset('advocate.n.02')
3373,recording,n,21968,transcription,Synset('recording.n.02')
3374,pile,n,21960,megabucks,Synset('pile.n.03')
3375,explosion,n,21954,burst,Synset('explosion.n.02')
3376,appoint,v,21949,nominate,Synset('appoint.v.01')
3377,couch,n,21942,sofa,Synset('sofa.n.01')
3378,cognitive,a,21925,,
3379,furniture,n,21915,,
3380,significance,n,21902,import,Synset('significance.n.02')
3381,grateful,a,21895,,
3382,magic,n,21888,deception,Synset('magic_trick.n.01')
3383,suit,v,21887,befit,Synset('befit.v.01')
3384,commissioner,n,21855,,
3385,shelf,n,21854,ledge,Synset('ledge.n.01')
3386,tremendous,a,21826,enormous,Synset('enormous.s.01')
3387,warrior,n,21822,,
3388,physics,n,21798,,
3389,garage,n,21790,,
3390,flavor,n,21772,tang,Synset('relish.n.03')
3391,squeeze,v,21756,rack,Synset('extort.v.02')
3392,prominent,a,21752,outstanding,Synset('outstanding.s.02')
3394,fade,v,21734,melt,Synset('fade.v.01')
3395,oven,n,21721,,
3396,satisfaction,n,21718,atonement,Synset('atonement.n.01')
3397,discrimination,n,21715,secernment,Synset('discrimination.n.02')
3398,recession,n,21714,recessional,Synset('recession.n.03')
3399,allegation,n,21709,allegement,Synset('allegation.n.02')
3400,boom,n,21690,bonanza,Synset('boom.n.03')
3401,weekly,a,21686,hebdomadary,Synset('weekly.s.01')
3402,lately,r,21666,recently,Synset('recently.r.01')
3403,restriction,n,21665,limitation,Synset('restriction.n.01')
3404,diamond,n,21652,rhombus,Synset('rhombus.n.01')
3405,document,v,21648,,
3406,crack,v,21623,,
3407,conviction,n,21599,sentence,Synset('conviction.n.02')
3408,heel,n,21595,blackguard,Synset('cad.n.01')
3409,fake,a,21560,faux,Synset('fake.s.02')
3410,fame,n,21544,celebrity,Synset('fame.n.01')
3411,shine,v,21543,glitter,Synset('glitter.v.01')
3412,swing,n,21541,lilt,Synset('lilt.n.01')
3413,playoff,n,21528,,
3414,actress,n,21526,,
3415,cheat,v,21523,chisel,Synset('cheat.v.01')
3416,format,n,21521,formatting,Synset('format.n.01')
3417,controversy,n,21521,tilt,Synset('controversy.n.01')
3418,auto,n,21510,machine,Synset('car.n.01')
3419,grant,n,21506,,
3420,grocery,n,21497,foodstuff,Synset('grocery.n.02')
3421,headquarters,n,21481,HQ,Synset('headquarters.n.02')
3422,rip,v,21480,rive,Synset('rend.v.01')
3423,rank,v,21476,outrank,Synset('rank.v.03')
3424,shade,n,21457,specter,Synset('ghost.n.01')
3425,regulate,v,21437,influence,Synset('determine.v.02')
3426,meter,n,21425,m,Synset('meter.n.01')
3427,olympic,a,21422,,
3428,pipe,n,21413,pipework,Synset('organ_pipe.n.01')
3429,patient,a,21374,,
3430,celebration,n,21353,jubilation,Synset('celebration.n.01')
3431,handful,n,21346,smattering,Synset('handful.n.01')
3432,copyright,n,21330,,
3433,dependent,a,21306,dependant,Synset('dependent.s.02')
3434,signature,n,21285,,
3435,bishop,n,21282,,
3436,strengthen,v,21276,fortify,Synset('strengthen.v.01')
3437,soup,n,21273,,
3438,entitle,v,21264,title,Synset('entitle.v.02')
3440,carrier,n,21245,flattop,Synset('aircraft_carrier.n.01')
3441,anniversary,n,21242,,
3442,pizza,n,21238,,
3443,ethics,n,21228,morality,Synset('ethical_motive.n.01')
3444,legend,n,21223,fable,Synset('legend.n.01')
3445,eagle,n,21220,,
3446,scholarship,n,21183,encyclopaedism,Synset('eruditeness.n.01')
3447,crack,n,21181,cracking,Synset('crack.n.04')
3448,research,v,21178,search,Synset('research.v.02')
3449,membership,n,21172,,
3450,standing,n,21145,,
3451,possession,n,21141,self-control,Synset('self-control.n.02')
3452,treaty,n,21138,accord,Synset('treaty.n.01')
3453,partly,r,21132,part,Synset('partially.r.01')
3454,consciousness,n,21114,cognisance,Synset('awareness.n.01')
3455,manufacturing,n,21096,fabrication,Synset('fabrication.n.03')
3456,announcement,n,21081,promulgation,Synset('announcement.n.02')
3457,tire,v,21067,fag,Synset('tire.v.02')
3459,makeup,n,21035,make-up,Synset('makeup.n.01')
3460,pop,n,21033,tonic,Synset('pop.n.02')
3461,prediction,n,21032,foretelling,Synset('prediction.n.02')
3462,stability,n,21031,constancy,Synset('constancy.n.01')
3463,trace,v,21026,retrace,Synset('trace.v.03')
3464,norm,n,21014,average,Synset('average.n.01')
3465,irish,a,21004,,
3466,genius,n,20987,whiz,Synset('ace.n.03')
3467,gently,r,20979,softly,Synset('lightly.r.03')
3468,operator,n,20947,hustler,Synset('hustler.n.02')
3469,mall,n,20944,plaza,Synset('plaza.n.02')
3470,rumor,n,20921,rumour,Synset('rumor.n.01')
3471,poet,n,20918,,
3472,tendency,n,20906,trend,Synset('tendency.n.04')
3473,subsequent,a,20893,,
3474,alien,n,20885,extraterrestrial,Synset('extraterrestrial_being.n.01')
3475,explode,v,20874,detonate,Synset('detonate.v.02')
3476,cool,v,20868,chill,Synset('cool.v.02')
3477,controversial,a,20863,,
3478,maintenance,n,20861,alimony,Synset('alimony.n.01')
3479,courage,n,20859,braveness,Synset('courage.n.01')
3480,exceed,v,20855,pass,Synset('exceed.v.02')
3481,tight,r,20839,closely,Synset('close.r.02')
3482,principal,n,20834,lead,Synset('star.n.04')
3483,vaccine,n,20826,vaccinum,Synset('vaccine.n.01')
3484,identification,n,20823,recognition,Synset('recognition.n.02')
3485,sandwich,n,20804,,
3486,bull,n,20803,strapper,Synset('bull.n.02')
3487,lens,n,20785,lense,Synset('lens.n.01')
3489,mainstream,a,20766,,
3490,presidency,n,20723,administration,Synset('presidency.n.01')
3491,integrity,n,20719,wholeness,Synset('integrity.n.01')
3492,distinct,a,20706,clear-cut,Synset('clear-cut.s.01')
3493,intelligent,a,20703,well-informed,Synset('intelligent.s.02')
3494,secondary,a,20701,lower-ranking,Synset('junior-grade.s.01')
3495,bias,n,20699,preconception,Synset('bias.n.01')
3496,hypothesis,n,20698,guess,Synset('guess.n.01')
3498,nomination,n,20678,,
3499,delay,n,20668,holdup,Synset('delay.n.02')
3500,adjustment,n,20658,adaption,Synset('adaptation.n.02')
3501,sanction,n,20651,authorization,Synset('authority.n.06')
3502,render,v,20635,submit,Synset('render.v.06')
3503,shop,v,20625,sponsor,Synset('patronize.v.02')
3504,acceptable,a,20624,satisfactory,Synset('satisfactory.s.02')
3505,mutual,a,20623,reciprocal,Synset('reciprocal.a.01')
3506,high,r,20621,,
3507,examination,n,20620,interrogation,Synset('interrogation.n.03')
3508,meaningful,a,20614,,
3509,communist,a,20597,communistic,Synset('communist.a.01')
3510,superior,a,20593,higher-ranking,Synset('ranking.s.01')
3511,currency,n,20592,currentness,Synset('currentness.n.01')
3512,collective,a,20587,corporate,Synset('corporate.s.03')
3513,tip,v,20573,bung,Synset('tip.v.03')
3514,flame,n,20550,flaming,Synset('fire.n.03')
3515,guitar,n,20550,,
3516,doctrine,n,20549,philosophy,Synset('doctrine.n.01')
3517,palestinian,n,20540,,
3518,float,v,20540,blow,Synset('float.v.01')
3519,commerce,n,20539,mercantilism,Synset('commerce.n.01')
3520,invent,v,20537,excogitate,Synset('invent.v.01')
3521,robot,n,20517,golem,Synset('automaton.n.02')
3522,rapid,a,20504,speedy,Synset('rapid.s.02')
3523,plain,a,20479,bare,Synset('plain.s.06')
3524,respectively,r,20478,severally,Synset('respectively.r.01')
3525,particle,n,20474,molecule,Synset('atom.n.02')
3526,across,r,20474,crosswise,Synset('across.r.02')
3527,glove,n,20469,mitt,Synset('baseball_glove.n.01')
3529,edit,v,20462,cut,Synset('edit.v.03')
3530,moderate,a,20421,restrained,Synset('moderate.s.03')
3531,jazz,n,20420,,
3532,infant,n,20410,babe,Synset('baby.n.01')
3533,summary,n,20407,sum-up,Synset('summary.n.01')
3534,server,n,20393,host,Synset('server.n.03')
3535,leather,n,20393,,
3536,radiation,n,20383,radioactivity,Synset('radiation.n.04')
3537,prompt,v,20380,cue,Synset('prompt.v.03')
3538,function,v,20370,officiate,Synset('officiate.v.02')
3539,composition,n,20367,composing,Synset('composing.n.02')
3540,operating,a,20353,operational,Synset('operational.s.04')
3541,assert,v,20352,insist,Synset('insist.v.03')
3543,discourse,n,20342,discussion,Synset('discussion.n.01')
3544,loud,r,20340,loudly,Synset('loudly.r.01')
3545,dump,v,20326,plunge,Synset('plunge.v.06')
3546,net,a,20306,last,Synset('final.s.02')
3547,wildlife,n,20304,,
3548,soccer,n,20295,,
3549,complex,n,20289,composite,Synset('complex.n.01')
3550,mandate,n,20285,mandatory,Synset('mandate.n.02')
3551,monitor,n,20280,proctor,Synset('proctor.n.01')
3552,downtown,a,20271,,
3553,nightmare,n,20245,incubus,Synset('nightmare.n.01')
3554,barrel,n,20229,drum,Synset('barrel.n.03')
3555,homeless,a,20229,stateless,Synset('homeless.s.01')
3556,globe,n,20226,orb,Synset('ball.n.03')
3557,uncomfortable,a,20224,,
3558,execute,v,20224,run,Synset('run.v.19')
3559,feel,n,20197,,
3560,trap,v,20197,pin,Synset('trap.v.04')
3561,gesture,n,20188,motion,Synset('gesture.n.02')
3562,pale,a,20183,,
3563,tent,n,20170,,
3564,receiver,n,20165,,
3565,horizon,n,20141,view,Synset('horizon.n.02')
3566,diagnosis,n,20070,diagnosing,Synset('diagnosis.n.01')
3567,considerable,a,20047,,
3568,gospel,n,20013,creed,Synset('religious_doctrine.n.01')
3569,automatically,r,20008,mechanically,Synset('mechanically.r.01')
3570,fighting,n,20007,fight,Synset('fight.n.02')
3571,stroke,n,20004,virgule,Synset('solidus.n.02')
3572,wander,v,19979,betray,Synset('cheat_on.v.01')
3573,duck,n,19968,,
3574,grain,n,19956,cereal,Synset('grain.n.02')
3575,beast,n,19956,savage,Synset('beast.n.02')
3576,concern,v,19955,interest,Synset('concern.v.02')
3577,remark,n,19951,input,Synset('remark.n.01')
3578,fabric,n,19948,textile,Synset('fabric.n.01')
3579,civilization,n,19929,civilisation,Synset('civilization.n.02')
3580,warm,v,19926,,
3581,corruption,n,19925,subversion,Synset('corruption.n.05')
3582,collapse,n,19925,prostration,Synset('collapse.n.01')
3583,ma'am,n,19916,madam,Synset('dame.n.02')
3584,greatly,r,19911,,
3585,workshop,n,19894,shop,Synset('workshop.n.01')
3586,inquiry,n,19877,query,Synset('question.n.01')
3587,cd,n,19876,,
3588,admire,v,19872,,
3589,exclude,v,19871,bar,Synset('bar.v.01')
3590,rifle,n,19857,,
3591,closet,n,19855,press,Synset('wardrobe.n.01')
3592,reporting,n,19850,coverage,Synset('coverage.n.03')
3593,curve,n,19846,bender,Synset('curve.n.03')
3594,patch,n,19841,bandage,Synset('bandage.n.01')
3595,touchdown,n,19832,,
3596,experimental,a,19828,observational,Synset('experimental.s.02')
